case_id,phase,num_heads,num_kv_heads,head_dim,lengths,nr_lanes,compiled,host_max_abs_diff,spike_result,spike_max_abs_diff,mismatches,build_ms,run_ms,passed,error
linear_m1_n256_k128_nl4,linear,1,1,64,"[1, 256, 128]",4,True,,pass,1.144409e-05,0,1190.68,266.91,True,
